GENESIS-Tabelle: 12411-0018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bevölkerung: Kreise, Stichtag, Geschlecht, Altersgruppen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fortschreibung des Bevölkerungsstandes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bevölkerungsstand (Anzahl);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich
;;;unter 3 Jahre;3 bis unter 6 Jahre;6 bis unter 10 Jahre;10 bis unter 15 Jahre;15 bis unter 18 Jahre;18 bis unter 20 Jahre;20 bis unter 25 Jahre;25 bis unter 30 Jahre;30 bis unter 35 Jahre;35 bis unter 40 Jahre;40 bis unter 45 Jahre;45 bis unter 50 Jahre;50 bis unter 55 Jahre;55 bis unter 60 Jahre;60 bis unter 65 Jahre;65 bis unter 75 Jahre;75 Jahre und mehr;unter 3 Jahre;3 bis unter 6 Jahre;6 bis unter 10 Jahre;10 bis unter 15 Jahre;15 bis unter 18 Jahre;18 bis unter 20 Jahre;20 bis unter 25 Jahre;25 bis unter 30 Jahre;30 bis unter 35 Jahre;35 bis unter 40 Jahre;40 bis unter 45 Jahre;45 bis unter 50 Jahre;50 bis unter 55 Jahre;55 bis unter 60 Jahre;60 bis unter 65 Jahre;65 bis unter 75 Jahre;75 Jahre und mehr
31.12.2019;7338;Rhein-Pfalz-Kreis;2375;2494;2935;3481;2131;1579;3801;3989;4499;4727;4564;4800;6419;6998;5638;7961;7933;2175;2252;2739;3251;2056;1449;3233;3741;4372;4821;4530;4852;6691;7028;5664;8814;10617
31.12.2019;7339;Mainz-Bingen, Landkreis;3084;3261;4196;5228;3220;2245;5602;5405;5731;6374;6272;7198;9405;9221;7548;10865;9422;2853;3066;3934;4860;3072;2094;4746;4953;5859;6653;6627;7420;9558;9370;7863;11504;12708
31.12.2019;7340;Südwestpfalz, Landkreis;1119;1172;1471;1846;1281;954;2284;2441;2607;2518;2434;2849;4141;4548;4041;5704;5343;1071;1125;1493;1792;1119;791;1966;2310;2441;2551;2454;2993;4219;4572;3991;5929;7261
31.12.2019;8111;Stuttgart, kreisfreie Stadt;9629;8789;10470;13469;7875;6019;21463;29716;31085;25886;21620;21534;23319;21364;16253;23429;25874;9080;8253;10211;12777;7272;5652;20479;28585;28229;23985;20687;20094;21628;20225;16416;27128;37416
31.12.2019;8115;Böblingen, Landkreis;6441;6381;7715;9653;6018;4164;11247;12621;13797;13205;12425;13152;16024;15283;12339;16549;18483;6169;6108;7433;9030;5617;3727;9677;11689;13064;13025;12363;12922;15567;14899;12461;19140;24419
31.12.2019;8116;Esslingen, Landkreis;8063;7788;9764;12790;8012;5720;16982;18387;18419;17566;16714;18245;22222;21596;16588;23073;25405;7562;7466;9382;11992;7452;5229;14220;15934;16787;16706;16445;17712;21791;20653;16945;26865;34549
31.12.2019;8117;Göppingen, Landkreis;3854;3819;4709;6080;3879;2876;7740;8217;8359;8120;7560;8422;10719;10784;8632;12244;12635;3751;3627;4558;5921;3694;2492;6540;7186;7574;7692;7468;8417;10478;10212;8763;13703;17420
31.12.2019;8118;Ludwigsburg, Landkreis;8836;8595;10566;13061;8253;5785;15424;17714;19264;18393;17559;18343;22975;21329;16942;23250;24510;8293;8127;10083;12597;7721;5279;13650;16490;17975;17911;17203;18282;21962;20722;17414;26732;34183
31.12.2019;8119;Rems-Murr-Kreis;6472;6398;7929;10251;6597;4616;12582;13254;13413;13141;12652;14174;18140;17850;13915;19443;20568;6120;6063;7554;9714;6211;4354;10905;12183;12737;13055;12695;14239;17875;17491;14105;22026;28526
31.12.2019;8121;Heilbronn, kreisfreie Stadt;2027;2004;2423;3068;1884;1360;4467;5386;5250;4470;4147;4161;4693;4460;3624;5036;5342;1980;1801;2294;2915;1746;1228;4014;4341;4172;3963;3832;3965;4281;4324;3758;6099;8077
31.12.2019;8125;Heilbronn, Landkreis;5572;5390;6535;8341;5265;3790;10328;11025;11659;11545;10931;11823;14653;14443;11569;15714;14411;5126;5017;6214;7965;5173;3527;8646;9741;10778;10848;10481;11549;14068;14035;11435;17157;19702
31.12.2019;8126;Hohenlohekreis;1721;1627;2103;2787;1768;1333;3585;3716;3981;3738;3319;3738;4692;4811;3958;5303;4692;1651;1648;1939;2576;1653;1198;2926;3286;3435;3255;3231;3782;4482;4598;3919;5599;6605
31.12.2019;8127;Schwäbisch Hall, Landkreis;3136;3064;3776;4769;3238;2216;6000;6472;6940;6626;5939;6458;8064;8154;6758;9419;7691;2976;2925;3591;4703;2924;2033;5025;5788;6137;6053;5640;6288;7819;7840;6961;9911;11427
31.12.2019;8128;Main-Tauber-Kreis;1915;1848;2299;3024;2091;1421;3765;4058;4159;3954;3729;4178;5550;5528;4867;7217;6389;1808;1684;2135;2985;1930;1314;3233;3358;3698;3832;3692;4241;5380;5565;4931;7559;9062
31.12.2019;8135;Heidenheim, Landkreis;1910;1856;2536;3224;2091;1563;4019;4220;4281;4219;3993;4216;5297;5386;4478;6467;6333;1875;1947;2317;3120;1986;1281;3332;3623;3869;4009;3748;4234;5150;5308;4548;6898;9443
31.12.2019;8136;Ostalbkreis;4560;4554;5771;7659;4973;3613;9920;10279;10105;9867;9201;10493;12954;12728;10789;14947;14051;4439;4222;5526;7315;4866;3334;8964;9029;9155;9305;9137;10214;12456;12582;10750;16234;20033
31.12.2019;8211;Baden-Baden, kreisfreie Stadt;714;735;866;1215;702;539;1509;1594;1574;1603;1542;1671;2173;2211;1791;2874;3209;662;646;796;1029;712;486;1242;1440;1551;1643;1614;1789;2364;2349;2040;3489;4811
31.12.2019;8212;Karlsruhe, kreisfreie Stadt;4184;4032;5017;6100;3795;3980;16043;16500;13863;11556;9446;9725;11563;10839;8431;12173;12640;4021;3821;4587;5790;3379;2961;11399;12706;11584;10383;8906;9286;10921;10563;8792;14234;18840
31.12.2019;8215;Karlsruhe, Landkreis;6254;6464;8361;10574;6575;4730;12985;13549;14373;14302;13119;14879;19006;18943;15162;21963;20446;6120;6186;7838;9726;6094;4166;10608;11882;13075;13655;13346;14797;18704;18937;15476;24180;28626
31.12.2019;8216;Rastatt, Landkreis;3304;3339;4149;5350;3452;2489;6408;6825;7212;7298;6763;7470;9743;10216;8474;11655;10794;3115;3103;3908;5029;3287;2262;5509;6192;6715;7049;6761;7616;9559;9917;8445;12650;15362
31.12.2019;8221;Heidelberg, kreisfreie Stadt;2452;2155;2498;3035;1683;1981;7672;8158;7614;6291;4687;4382;5142;4717;3829;5633;5709;2374;2014;2404;2953;1664;2092;9720;8489;7357;6279;4757;4323;4979;4926;4182;6738;8596
31.12.2019;8222;Mannheim, kreisfreie Stadt;4775;4404;5215;6530;3951;3447;12182;13768;13522;11645;9608;9965;11812;11118;8716;12175;12174;4466;4136;4819;6041;3634;3171;12136;12901;11783;10416;9300;9566;11033;10593;9011;14674;17971
31.12.2019;8225;Neckar-Odenwald-Kreis;2087;1948;2531;3341;2286;1654;4421;4535;4425;4257;4019;4508;6168;6399;5400;7590;6617;1869;1920;2369;3175;2128;1400;3437;3657;3870;4012;4008;4722;5781;6404;5500;7913;9282
31.12.2019;8226;Rhein-Neckar-Kreis;8181;8131;10530;13023;8027;5753;15071;16414;16816;17023;15939;17477;23634;22629;18454;26546;26067;7595;7767;9740;12240;7507;5308;13291;14877;16352;17382;16643;18104;23407;22948;19309;30309;35861
31.12.2019;8231;Pforzheim, kreisfreie Stadt;2082;2013;2443;3078;1958;1375;4202;4822;4884;4287;3746;3884;4508;4512;3714;5152;5338;2132;1972;2303;2959;1757;1312;3891;4401;4172;3882;3645;3844;4423;4495;3928;6362;8481
31.12.2019;8235;Calw, Landkreis;2379;2461;3042;3906;2560;1816;4733;4879;5049;4852;4668;5235;6626;6979;5578;7813;7274;2184;2214;2792;3587;2385;1599;4080;4069;4610;4657;4599;5087;6513;6815;5698;8342;10120
31.12.2019;8236;Enzkreis;2967;2931;3730;4808;3193;2251;5889;5799;5935;6173;5781;6449;8635;8583;6968;9497;9483;2900;2804;3494;4469;2944;2094;4880;5120;5691;6073;5653;6444;8734;8528;6977;10517;13162
31.12.2019;8237;Freudenstadt, Landkreis;1700;1660;2201;2928;1932;1393;3631;3794;3647;3534;3424;3888;4979;5119;4257;5768;5227;1654;1626;2051;2768;1776;1247;2906;3270;3356;3497;3313;3839;4919;5094;4252;5935;7658
31.12.2019;8311;Freiburg im Breisgau, kreisfreie Stadt;3688;3348;4070;4687;2935;2396;9410;10930;10187;8363;6561;6495;7734;7243;5968;8311;8007;3534;3071;3885;4720;2819;2834;12250;11998;10099;8162;6694;6714;7823;7575;6505;9744;12435
31.12.2019;8315;Breisgau-Hochschwarzwald, Landkreis;4068;3942;5180;6349;4201;2845;7658;7717;7818;7889;7478;8024;10854;10829;8903;13275;12924;3704;3841;4738;6181;3706;2686;6553;7017;7502;7966;7554;8558;11229;10972;9407;14631;17402
31.12.2019;8316;Emmendingen, Landkreis;2503;2471;3188;4102;2657;1779;4746;4866;5059;5169;4724;5268;7075;6998;5824;8309;7506;2415;2429;2925;3875;2271;1688;4077;4354;4840;5139;4905;5447;7009;7156;6008;9016;10610
31.12.2019;8317;Ortenaukreis;6479;6468;8114;10485;6585;4821;12734;13344;14172;13200;12375;13912;18072;18214;15174;21226;19445;6219;6242;7589;10198;6204;4336;10865;12063;12839;12784;12117;13775;17620;17740;15229;22491;27822
31.12.2019;8325;Rottweil, Landkreis;2139;2167;2683;3502;2206;1583;4155;4419;4331;4171;4001;4526;5998;5963;4906;6610;6644;2022;1992;2495;3292;2135;1436;3486;3886;4130;4012;3817;4463;5669;5867;4787;7140;9245
31.12.2019;8326;Schwarzwald-Baar-Kreis;3213;3010;3908;4983;3120;2176;6607;6796;7303;6536;6068;6460;8213;8607;7453;10341;10600;3095;2999;3617;4895;2992;2066;5408;6162;6470;6253;5889;6396;8250;8515;7438;11543;15124
31.12.2019;8327;Tuttlingen, Landkreis;2234;2221;2853;3693;2343;1637;4422;4663;4917;4654;4328;4627;5554;5626;4658;6225;6192;2229;2166;2713;3530;2197;1449;3610;4093;4461;4231;4171;4367;5375;5359;4672;6759;8537
31.12.2019;8335;Konstanz, Landkreis;4150;4155;5102;6463;4117;3338;10645;10029;9059;8411;7789;8421;11158;11111;9049;12956;13384;3987;3922;4890;6390;3905;3382;10334;8974;8784;8698;8050;8953;11835;11544;9422;14747;19151
31.12.2019;8336;Lörrach, Landkreis;3486;3472;4480;5733;3585;2387;6321;6880;7232;7043;6504;7177;9552;9593;7868;10480;10254;3349;3350;4328;5395;3316;2259;5591;6398;7065;7227;6878;7582;9805;9899;7982;11600;14665
31.12.2019;8337;Waldshut, Landkreis;2552;2652;3399;4344;2842;1897;4783;5176;5244;5274;4834;5299;6935;7070;5988;8618;7921;2375;2536;3213;4161;2575;1732;4108;4631;5104;5276;4930;5398;6812;7025;6150;9212;10937
31.12.2019;8415;Reutlingen, Landkreis;4448;4405;5411;6963;4481;3172;8802;9143;9197;9069;8327;9404;11959;11617;9499;13164;13220;4218;4062;5084;6706;4102;2920;7823;8008;8737;8784;8541;9497;11578;11605;9837;14414;18837
31.12.2019;8416;Tübingen, Landkreis;3560;3458;4159;5202;3313;2684;9229;9368;8421;7455;6240;6663;8385;8419;7046;9548;8354;3336;3251;3985;5066;3112;3018;10808;9325;8081;7244;6267;6856;8468;8692;7330;10242;12093
31.12.2019;8417;Zollernalbkreis;2604;2625;3352;4414;2846;2084;5670;5799;6048;5690;5292;6134;7832;8227;6818;9463;9023;2602;2511;3173;4234;2685;1872;4593;5287;5396;5403;5218;6163;7722;8094;6862;10302;13325
31.12.2019;8421;Ulm, kreisfreie Stadt;1962;1826;2362;2751;1743;1352;5171;5929;5422;4479;3992;4052;4486;4141;3217;4956;5072;1839;1675;2172;2789;1531;1392;4978;5224;4803;4240;3866;3822;4392;4031;3754;5957;7412
31.12.2019;8425;Alb-Donau-Kreis;3138;3089;3852;5043;3317;2324;6138;6298;6537;6339;6178;6635;8319;8142;6707;9062;8362;2946;2974;3772;4730;3085;2053;5224;5463;5847;5994;5803;6378;7962;7818;6557;9390;11600
31.12.2019;8426;Biberach, Landkreis;3356;3277;4087;5210;3331;2195;6134;6558;6983;6683;6188;6795;8489;8030;6760;9222;8092;3263;3159;3868;4892;3170;2042;5262;5812;6386;6384;5863;6646;8017;7820;6759;9399;11150
31.12.2019;8435;Bodenseekreis;3130;3080;3963;5108;3286;2469;6139;6617;6700;6633;6389;6811;8886;8638;7096;10840;11467;3079;2940;3755;4853;3080;2217;5336;6103;6437;6637;6242;6898;8936;8876;7525;12321;14983
31.12.2019;8436;Ravensburg, Landkreis;4560;4253;5406;7094;4575;3368;9351;9624;9542;8828;8370;9445;11742;11243;9186;13275;12472;4164;4175;5133;6607;4250;3100;8393;8468;8712;8738;8225;9427;11490;11309;9605;14213;17081
31.12.2019;8437;Sigmaringen, Landkreis;1891;1968;2431;3216;2113;1502;4326;4270;4186;3826;3689;4155;5444;5774;4687;6311;5784;1918;1788;2260;3075;1953;1395;3579;3586;3721;3796;3456;4212;5435;5595;4566;6700;8241
31.12.2019;9161;Ingolstadt, kreisfreie Stadt;2334;2123;2599;3032;1847;1426;4493;5658;6470;5392;4689;4512;5097;4807;3952;5464;5576;2246;2015;2381;2807;1822;1140;3695;5006;5389;4881;4379;4299;4807;4570;4129;6318;8037
31.12.2019;9162;München, kreisfreie Stadt;25128;22392;26071;29885;16847;13072;47586;65961;70535;59529;50372;49182;55143;46308;34990;53244;57418;24332;21418;24936;28582;16179;12397;46676;68936;70311;60173;51432;48632;52701;47436;37999;65978;82445
31.12.2019;9163;Rosenheim, kreisfreie Stadt;1066;897;1110;1400;914;658;2132;2556;2577;2222;2043;2021;2449;2250;1710;2680;2672;932;839;1079;1379;826;616;2031;2281;2255;2086;1952;2006;2395;2297;1786;3383;4051
31.12.2019;9171;Altötting, Landkreis;1757;1615;2043;2616;1704;1088;3302;3394;3501;3533;3218;3694;4617;4703;3796;5472;5152;1624;1630;2002;2444;1589;1099;2811;3012;3174;3386;3082;3545;4441;4607;3987;6255;7623
31.12.2019;9172;Berchtesgadener Land, Landkreis;1504;1510;1781;2301;1411;1041;3233;3551;3555;3395;3023;3229;4304;4078;3310;5238;5689;1456;1347;1717;2117;1344;958;2787;3065;3268;3173;3083;3233;4204;4267;3476;6222;8059
31.12.2019;9173;Bad Tölz-Wolfratshausen, Landkreis;1968;1940;2478;3113;1877;1374;3724;3795;3861;3903;3856;4098;5598;5211;4151;5911;6306;1893;1832;2199;2863;1866;1280;3217;3323;3772;3971;3900;4289;5621;5197;4207;6755;8568
31.12.2019;9174;Dachau, Landkreis;2487;2423;3166;3675;2260;1661;4723;4906;5285;5496;5326;5428;6688;6228;4829;6515;6428;2437;2271;2900;3564;2229;1420;3964;4458;5017;5391;5262;5251;6556;6080;4644;7350;8581
31.12.2019;9175;Ebersberg, Landkreis;2213;2392;3053;3856;2241;1647;4420;4238;4305;4726;4962;5241;6559;5679;4295;5689;6290;2090;2294;2882;3552;2100;1486;3647;3668;4191;4924;4975;5071;6314;5622;4159;6436;8432
31.12.2019;9176;Eichstätt, Landkreis;2265;2196;2804;3351;2155;1498;4249;4308;4634;4631;4646;4469;5636;5329;4488;5746;5113;2257;2174;2614;3131;1974;1421;3659;3752;4282;4451;4029;4302;5194;5162;4224;5897;6840
31.12.2019;9177;Erding, Landkreis;2132;2299;2681;3442;2253;1538;4256;4415;4467;4579;4842;5076;6542;5897;4417;5807;4986;2080;1999;2550;3234;2145;1462;3844;3957;4234;4657;4526;5012;6137;5632;4183;6209;6692
31.12.2019;9178;Freising, Landkreis;2945;2748;3569;4293;2715;2044;6529;7030;6915;6647;6369;6657;8034;7173;5378;6732;6329;2711;2657;3309;4011;2520;1780;5642;6071;6118;6163;5866;6038;7519;6717;5099;7362;8317
31.12.2019;9179;Fürstenfeldbruck, Landkreis;3376;3331;4436;5387;3155;2317;6304;6315;6730;6971;7116;7527;9350;8397;6302;9653;11135;3184;3174;4238;5121;3181;2120;5331;5819;6475;7117;7198;7402;9182;8533;6708;11720;15006
31.12.2019;9180;Garmisch-Partenkirchen, Landkreis;1261;1164;1464;1887;1181;912;2565;2706;2600;2445;2345;2710;3643;3614;2759;4586;5074;1118;1148;1393;1725;1100;834;2178;2425;2450;2516;2557;2782;3906;3750;2994;5299;7333
31.12.2019;9181;Landsberg am Lech, Landkreis;1704;1841;2331;2966;1934;1377;3734;3540;3660;3654;3658;3995;5485;5162;4003;5627;5395;1685;1745;2237;2901;1830;1273;3044;2941;3242;3619;3605;4138;5496;5298;3994;6178;7010
31.12.2019;9182;Miesbach, Landkreis;1420;1470;1806;2391;1413;1035;2839;2837;2921;2941;2952;3333;4436;4106;3185;4654;5260;1370;1349;1712;2213;1408;910;2304;2610;2824;3019;3132;3402;4531;4259;3257;5492;7219
31.12.2019;9183;Mühldorf am Inn, Landkreis;1806;1823;2275;2760;1705;1204;3634;3896;3943;3784;3694;3947;4971;4843;4013;5529;4891;1622;1658;2053;2542;1676;1185;3045;3279;3390;3382;3443;3722;4681;4692;3956;5964;6864
31.12.2019;9184;München, Landkreis;5026;5620;7271;9347;5408;3714;11601;10751;10867;11339;11840;12186;15307;12815;9570;14067;17707;4905;5279;6871;8891;4967;3366;9020;9165;10205;11632;12020;12492;14667;12743;9777;16962;23075
31.12.2019;9185;Neuburg-Schrobenhausen, Landkreis;1475;1519;1958;2317;1492;1090;2939;3097;3177;3282;3285;3297;4127;4063;3327;4467;4019;1482;1449;1864;2249;1417;992;2507;2751;2952;3187;2965;3162;3823;3956;3340;4720;5556
31.12.2019;9186;Pfaffenhofen an der Ilm, Landkreis;2177;2043;2452;3046;1874;1369;3836;4164;4671;4690;4408;4339;5618;5437;4284;5652;5107;1964;1938;2484;2834;1821;1253;3256;3556;4180;4422;3931;4120;5163;5175;4200;6056;6707
31.12.2019;9187;Rosenheim, Landkreis;3945;3870;4851;6305;4090;2812;7693;7875;8047;7985;7467;8586;11277;10645;8705;12805;12441;3658;3601;4801;5706;3834;2603;6454;7014;7463;7715;7801;8834;11406;11029;8918;14372;16722
31.12.2019;9188;Starnberg, Landkreis;1848;2015;2764;3632;2199;1543;3706;3527;3288;3728;3898;4504;6070;5494;4077;6196;7776;1798;1946;2642;3454;2124;1432;3222;3080;3312;4102;4404;4923;6276;5624;4534;7492;10037
31.12.2019;9189;Traunstein, Landkreis;2573;2459;3053;4060;2620;1815;5236;5566;5476;5366;5025;5661;7183;7423;5965;9158;8975;2399;2392;2945;3992;2445;1644;4467;4940;5120;5081;5073;5669;7321;7515;6229;10115;12358
31.12.2019;9190;Weilheim-Schongau, Landkreis;1977;2073;2603;3282;2072;1512;3915;3885;4134;4119;3871;4170;5778;5696;4592;6686;6877;1927;1963;2504;3109;1938;1367;3267;3588;3824;4039;3903;4441;5871;5783;4651;7222;8839
31.12.2019;9261;Landshut, kreisfreie Stadt;1008;1059;1237;1578;928;703;2499;2931;2894;2530;2411;2429;2905;2575;1970;3098;3197;1062;963;1236;1484;946;662;2224;2696;2638;2419;2401;2362;2759;2580;2304;3891;4832
31.12.2019;9262;Passau, kreisfreie Stadt;638;607;707;923;595;516;2437;2651;2288;1722;1375;1471;1733;1774;1507;2372;2297;622;594;745;911;587;569;2721;2372;1840;1616;1342;1398;1731;1811;1707;2956;3668
31.12.2019;9263;Straubing, kreisfreie Stadt;658;585;754;1030;594;495;1460;1946;1894;1722;1537;1610;1924;1938;1561;2357;2023;620;583;678;936;557;415;1326;1567;1515;1446;1368;1476;1743;1922;1630;2717;3204
31.12.2019;9271;Deggendorf, Landkreis;1602;1577;2166;2541;1807;1339;3966;4141;3800;3857;3543;4031;4991;5059;4251;6071;4908;1525;1530;1973;2521;1664;1221;3361;3515;3455;3595;3488;4001;4756;5081;4370;6585;7187
31.12.2019;9272;Freyung-Grafenau, Landkreis;999;1015;1251;1652;1196;857;2291;2388;2190;2334;2201;2650;3294;3518;3249;4661;3317;998;968;1190;1490;1107;720;2121;2116;2109;2181;2106;2643;3265;3664;3153;4528;4940
31.12.2019;9273;Kelheim, Landkreis;1925;1882;2342;3112;1876;1421;3908;4104;4266;4207;3975;4371;5291;5178;4222;5607;4825;1831;1741;2300;2840;1856;1288;3275;3494;3676;3901;3824;4028;4943;4821;4049;6052;6627
31.12.2019;9274;Landshut, Landkreis;2458;2525;3198;3980;2409;1770;4806;4914;5101;5280;5270;5755;7191;6846;5510;7630;6270;2355;2418;2942;3768;2341;1639;4105;4162;4681;5020;4995;5567;6752;6611;5347;7910;8369
31.12.2019;9275;Passau, Landkreis;2495;2611;3379;4308;2902;2016;5591;5732;5630;5909;5758;6626;8140;8126;7230;10603;8671;2366;2479;3279;3989;2619;1850;4904;5142;5405;5601;5484;6384;7863;8395;7256;11410;12503
31.12.2019;9276;Regen, Landkreis;1032;1038;1368;1657;1136;861;2200;2415;2448;2326;2170;2586;3204;3294;3049;4571;3264;1001;993;1122;1562;1006;828;1936;2078;2125;2141;2233;2496;3167;3358;3042;4606;5097
31.12.2019;9277;Rottal-Inn, Landkreis;1738;1694;2158;2763;1788;1332;3893;3954;3755;3739;3617;4205;5060;5097;4380;6201;5546;1583;1575;2032;2640;1753;1193;3350;3348;3385;3640;3384;3845;4865;5121;4421;6590;7857
31.12.2019;9278;Straubing-Bogen, Landkreis;1530;1493;1853;2394;1610;1166;2966;2948;3195;3198;3157;3614;4454;4432;3693;5076;3984;1413;1411;1792;2377;1446;1030;2509;2716;2910;3063;3080;3548;4220;4244;3606;5266;5726
31.12.2019;9279;Dingolfing-Landau, Landkreis;1491;1397;1745;2194;1442;1061;2998;3386;3579;3300;3204;3400;4093;4223;3528;4671;3868;1395;1292;1582;2141;1370;980;2392;2869;2895;2950;2766;3175;3787;4020;3446;4707;5336
31.12.2019;9361;Amberg, kreisfreie Stadt;572;504;663;958;553;420;1293;1560;1516;1379;1230;1241;1637;1695;1447;2164;1984;577;507;654;815;536;403;1094;1265;1244;1159;1120;1268;1656;1736;1528;2542;3287
31.12.2019;9362;Regensburg, kreisfreie Stadt;2326;2000;2426;2953;1673;1423;5970;8093;7695;5983;4539;4542;5189;4729;3839;5430;5506;2176;1929;2337;2821;1595;1512;6635;7999;7138;5507;4642;4673;5125;5062;4204;6749;8674
31.12.2019;9363;Weiden in der Oberpfalz, kreisfreie Stadt;617;507;704;861;562;457;1421;1544;1427;1257;1146;1272;1716;1655;1380;2073;2053;574;536;653;838;570;425;1268;1325;1267;1297;1183;1379;1711;1761;1489;2564;3251
31.12.2019;9371;Amberg-Sulzbach, Landkreis;1538;1331;1701;2332;1529;1103;3053;3073;3215;3000;2915;3406;4549;4842;4053;5387;4607;1492;1267;1674;2138;1422;1067;2619;2654;2922;2886;2869;3334;4399;4646;3981;5395;6650
31.12.2019;9372;Cham, Landkreis;1731;1840;2156;2806;1801;1337;3860;4040;3978;3984;3742;4388;5429;5691;4875;7106;5525;1707;1631;2153;2665;1724;1286;3309;3465;3735;3708;3653;4235;5112;5497;4741;7093;7995
31.12.2019;9373;Neumarkt in der Oberpfalz, Landkreis;2095;2016;2525;3159;1917;1576;4254;4418;4385;4412;4182;4663;6002;5882;4796;6524;5252;1977;1885;2426;2955;1939;1384;3600;3809;3892;4121;3924;4441;5602;5656;4703;6537;7664
31.12.2019;9374;Neustadt an der Waldnaab, Landkreis;1422;1283;1587;2125;1387;1020;2734;2812;2832;2867;2688;3063;4137;4356;3657;5077;4014;1446;1145;1535;1974;1343;944;2431;2507;2709;2796;2622;3104;4135;4160;3505;5091;5942
31.12.2019;9375;Regensburg, Landkreis;2878;2986;3787;4676;2935;2065;5601;5751;5949;6257;6203;6858;8456;8395;6898;9679;7811;2782;2862;3500;4397;2799;1866;4864;5040;5577;6184;6154;6685;8312;8196;6979;10144;10544
31.12.2019;9376;Schwandorf, Landkreis;2123;2104;2616;3194;2187;1609;4494;4796;4811;4659;4732;5065;6331;6553;5375;7510;6156;2003;1926;2457;3177;2038;1456;3896;4172;4272;4471;4297;4986;5926;6277;5199;7798;9206
31.12.2019;9377;Tirschenreuth, Landkreis;936;954;1180;1519;990;734;2070;2208;2185;2058;1993;2414;3148;3282;2792;4008;3420;892;919;1195;1420;949;679;1772;1913;1896;1975;1983;2317;3005;3220;2806;4105;5109
31.12.2019;9461;Bamberg, kreisfreie Stadt;1205;1021;1247;1393;890;704;2763;3697;3721;2671;2128;2158;2686;2667;2160;3084;3101;1157;940;1171;1411;822;678;3223;3764;3377;2454;2124;2256;2694;2829;2382;3680;5115
31.12.2019;9462;Bayreuth, kreisfreie Stadt;884;865;989;1348;836;996;4237;3745;2686;2194;2014;1999;2543;2445;2073;3377;3308;911;762;1012;1281;771;937;3974;3165;2418;2015;1902;2106;2529;2623;2423;4150;5265
31.12.2019;9463;Coburg, kreisfreie Stadt;549;507;602;809;512;416;1447;1530;1567;1320;1010;1115;1562;1632;1340;1995;2129;503;480;576;825;447;410;1225;1354;1331;1128;1085;1280;1554;1686;1565;2386;3195
31.12.2019;9464;Hof, kreisfreie Stadt;664;669;816;918;612;511;1490;1518;1516;1323;1210;1364;1718;1755;1517;2319;2175;651;641;781;893;578;467;1320;1372;1366;1261;1246;1415;1758;1766;1626;2919;3670
31.12.2019;9471;Bamberg, Landkreis;2149;2239;2678;3514;2151;1645;4206;4411;4602;4762;4491;5113;6526;6738;5483;7346;5686;2212;2126;2638;3213;2154;1370;3498;3938;4474;4666;4425;4982;6395;6512;5320;7371;8129
31.12.2019;9472;Bayreuth, Landkreis;1362;1379;1841;2381;1515;1119;2667;2722;2822;3142;2917;3556;4613;4763;3997;5721;4844;1303;1289;1755;2195;1481;965;2377;2494;2801;3063;2919;3670;4520;4609;3930;5841;7091
31.12.2019;9473;Coburg, Landkreis;1203;1186;1497;1872;1191;949;2215;2329;2616;2590;2394;2760;3817;3927;3359;4738;4193;1125;1132;1380;1736;1181;781;1871;2083;2477;2563;2393;2822;3744;3910;3323;5122;6268
31.12.2019;9474;Forchheim, Landkreis;1677;1718;2126;2641;1694;1261;3268;3362;3498;3616;3604;3665;4958;5369;4452;5834;5028;1595;1652;2093;2640;1636;1142;2799;3010;3361;3666;3371;3785;5025;5251;4250;6224;6932
31.12.2019;9475;Hof, Landkreis;1110;1128;1490;1933;1327;957;2420;2471;2430;2533;2454;3004;4183;4425;3762;5500;5332;1098;1123;1394;1864;1283;834;2102;2203;2296;2520;2434;3251;4076;4263;3759;5912;7930
31.12.2019;9476;Kronach, Landkreis;750;740;1041;1279;903;715;1685;1811;1842;1905;1859;2297;3063;3183;2722;3885;3307;699;743;995;1268;893;613;1487;1605;1659;1751;1845;2313;2937;3078;2685;4026;5159
31.12.2019;9477;Kulmbach, Landkreis;875;820;1091;1541;1024;750;1952;1994;1978;1975;2002;2375;3195;3298;2798;4168;3408;802;799;1032;1439;951;637;1621;1696;1800;1932;1992;2473;3220;3172;2897;4444;5415
31.12.2019;9478;Lichtenfels, Landkreis;897;911;1092;1390;877;690;1827;1994;1942;1920;1949;2185;2850;3089;2558;3585;3209;813;844;1119;1370;883;567;1658;1799;1820;1896;1919;2250;2809;2930;2613;3787;4734
31.12.2019;9479;Wunsiedel im Fichtelgebirge, Landkreis;952;919;1208;1454;976;750;1851;1962;1905;1931;1843;2214;3070;3287;2857;4320;3947;879;819;1047;1419;953;632;1675;1762;1717;1933;1879;2291;3059;3264;2894;4757;6229
